infNH,avgGD,perRe
1,0.338580174023351,0
1,0.338778669484954,0
1,0.338995861996593,0
1,0.339230564674124,0
1,0.339474766530953,0
1,0.33971975867511,0
1,0.339909550193379,0
1,0.340075891886129,0
1,0.340250204488998,0
1,0.340437693657952,0
1,0.340648596923813,0
1,0.340877588357256,0
1,0.341122597109356,0
1,0.341381404609254,0
1,0.341674711979875,0
1,0.341952026520512,0
1,0.342243326799566,0
1,0.342560852431022,0
1,0.342879411692222,0
1,0.343194401585782,0
1,0.343502825143252,0
1,0.343804387950046,0
1,0.344095533023433,0
1,0.344372897066714,0
1,0.344633560153298,0
1,0.344875006574652,0
1,0.345095151043121,0
1,0.345292257713906,0
1,0.345465700068515,0
1,0.345615406097616,0
1,0.345740454628245,0
1,0.345840346457985,0
1,0.345914646034371,0
1,0.345963135511333,0
1,0.345985745991501,0
1,0.345982534700205,0
1,0.345953664757479,0
1,0.345899387464395,0
1,0.345820246572157,0
1,0.345716338245084,0
1,0.345588119955898,0
1,0.345436839937036,0
1,0.345263634694619,0
1,0.345069014642689,0
1,0.344853337542888,0
1,0.344617049367836,0
1,0.344360582084712,0
1,0.344084363970611,0
1,0.34378882163025,0
1,0.343474380455801,0
1,0.343141464866121,0
1,0.342790437230975,0
1,0.342421741434771,0
1,0.342035792216828,0
1,0.341634663616603,0
1,0.341216993971583,0
1,0.34078321303842,0
1,0.340333702549326,0
1,0.339868857288896,0
1,0.339388956378891,0
1,0.338894343030471,0
1,0.338385348702772,0
1,0.337862294331252,0
1,0.337325491666384,0
1,0.336780566603699,0
1,0.336222726435626,0
1,0.335646927008346,0
1,0.33506004767376,0
1,0.334462274698587,0
1,0.333853799595745,0
1,0.333234840668977,0
1,0.332605449251098,0
1,0.331966002720434,0
1,0.331317158469493,0
1,0.330659385626393,0
1,0.329992911094012,0
1,0.329317726611659,0
1,0.310065322976918,0.125
1,0.309059772636974,0.125
1,0.307865857103147,0.125
1,0.306619781421143,0.125
1,0.305320458446675,0.125
1,0.303970576028633,0.125
1,0.302579205341567,0.125
1,0.301147705881578,0.125
1,0.299677673231633,0.125
1,0.298171828312141,0.125
1,0.296631749320542,0.125
1,0.295058961217369,0.125
1,0.293454938274765,0.125
1,0.291821106802858,0.125
1,0.290158845247961,0.125
1,0.288469486565542,0.125
1,0.286754317909511,0.125
1,0.285014581973729,0.125
1,0.28325147682879,0.125
1,0.281466156120452,0.125
1,0.279659729287226,0.125
1,0.277833261854594,0.125
1,0.275987775845808,0.125
1,0.274124250334806,0.125
1,0.272243622152945,0.125
1,0.270346787274414,0.125
1,0.268434600918003,0.125
1,0.266507878230819,0.125
1,0.264567397288893,0.125
1,0.262613901523469,0.125
1,0.260648264299523,0.125
1,0.258671336976003,0.125
1,0.256683915106274,0.125
1,0.254686740305905,0.125
1,0.252680507115446,0.125
1,0.250665866674759,0.125
1,0.248643430627287,0.125
1,0.246613774135748,0.125
1,0.244577439775049,0.125
1,0.242534940337169,0.125
1,0.240486761509384,0.125
1,0.238433380979701,0.125
1,0.236375320593946,0.125
1,0.23431307458582,0.125
1,0.232247111550471,0.125
1,0.211996412180015,0.25
1,0.210258066054669,0.25
1,0.208516729463128,0.25
1,0.206772738611217,0.25
1,0.20502641320542,0.25
1,0.184858741034578,0.375
1,0.183381791319591,0.375
1,0.181903329683188,0.375
1,0.180423554898701,0.375
1,0.178952008720647,0.375
1,0.177490258231671,0.375
1,0.176038948758219,0.375
1,0.174598990163727,0.375
1,0.173171418219017,0.375
1,0.171755948332319,0.375
1,0.170352394056571,0.375
1,0.168961861001266,0.375
1,0.167585364786683,0.375
1,0.16622373125885,0.375
1,0.16487754239543,0.375
1,0.163547123754017,0.375
1,0.16223257419125,0.375
1,0.160933816455661,0.375
1,0.159650647856615,0.375
1,0.158382779717253,0.375
1,0.157129862909299,0.375
1,0.155891497527529,0.375
1,0.154667258680845,0.375
1,0.153454417545648,0.375
1,0.152249142981535,0.375
1,0.151051185590771,0.375
1,0.149868615884336,0.375
1,0.148701055477619,0.375
1,0.147547910632242,0.375
1,0.146408590250158,0.375
1,0.145282518433585,0.375
1,0.144169181817127,0.375
1,0.143068067750404,0.375
1,0.1419786754211,0.375
1,0.140899729212084,0.375
1,0.139828330324899,0.375
1,0.13876409295494,0.375
1,0.137706721479963,0.375
1,0.136655981026937,0.375
1,0.135611685225349,0.375
1,0.116155981740286,0.5
1,0.115325969401534,0.5
1,0.114496212251551,0.5
1,0.113666910478358,0.5
1,0.112838271049259,0.5
1,0.112010510535277,0.5
1,0.111183849784339,0.5
1,0.110358514487899,0.5
1,0.1095366622798,0.5
1,0.108721753236032,0.5
1,0.107916882788649,0.5
1,0.107124750858502,0.5
1,0.106349904609703,0.5
1,0.105591886874385,0.5
1,0.104850244114484,0.5
1,0.104124667689787,0.5
1,0.103415909351024,0.5
1,0.102724435015218,0.5
1,0.102049851942628,0.5
1,0.10139173234375,0.5
1,0.1007496195016,0.5
1,0.100123109689983,0.5
1,0.099511867051037,0.5
1,0.0989163860996066,0.5
1,0.0983377890299387,0.5
1,0.097775598796403,0.5
1,0.0972293647179018,0.5
1,0.0966986584874282,0.5
1,0.0961830495540713,0.5
1,0.095682139255991,0.5
1,0.0766540061643703,0.625
1,0.0762972398429434,0.625
1,0.0759516866458389,0.625
1,0.0756171012014249,0.625
1,0.0752932439405819,0.625
1,0.0749798796749742,0.625
1,0.0746767764478983,0.625
1,0.0743837040031957,0.625
1,0.0741004325856405,0.625
1,0.0738267316981862,0.625
1,0.0735623689078777,0.625
1,0.0733071193953429,0.625
1,0.0730607288414444,0.625
1,0.0728229540061899,0.625
1,0.0725935451347768,0.625
1,0.072372245326791,0.625
1,0.0721587900048193,0.625
1,0.071952906617907,0.625
1,0.071754314154196,0.625
1,0.0715627229469153,0.625
1,0.0713778348425226,0.625
1,0.0711993433582288,0.625
1,0.0710269340136113,0.625
1,0.0708602849644401,0.625
1,0.070699066893797,0.625
1,0.070542945593137,0.625
1,0.0703915814758479,0.625
1,0.0702446311046907,0.625
1,0.0701017483734188,0.625
1,0.0699625857351351,0.625
1,0.0698267954308701,0.625
1,0.0696940306743891,0.625
1,0.0695639467312266,0.625
1,0.0694362018094201,0.625
1,0.0693104570909901,0.625
1,0.0691864686057903,0.625
1,0.069064145336737,0.625
1,0.0689433627824206,0.625
1,0.0688239543364514,0.625
1,0.0687057177754276,0.625
1,0.068588385770475,0.625
1,0.0684725235944046,0.625
1,0.0683586263894978,0.625
1,0.0682466719939526,0.625
1,0.0681366138626479,0.625
1,0.0680283829939663,0.625
1,0.0679218891236039,0.625
1,0.067817022585717,0.625
1,0.0677137188650373,0.625
1,0.0676118684657567,0.625
1,0.0675112735098397,0.625
1,0.0674116277178284,0.625
1,0.0673128497233647,0.625
1,0.0672147258295687,0.625
1,0.0671168895150851,0.625
1,0.0670190978397545,0.625
1,0.0669211429373782,0.625
1,0.0668228126774068,0.625
1,0.0667239172104041,0.625
1,0.0666243082590856,0.625
1,0.0665238643115994,0.625
1,0.0664224890067674,0.625
1,0.0663198597122303,0.625
1,0.0662156297679547,0.625
1,0.0661096205063351,0.625
1,0.0660016633030102,0.625
1,0.0658915895888517,0.625
1,0.0657792361567362,0.625
1,0.0656644443091033,0.625
1,0.0655470599677539,0.625
1,0.0654269339638273,0.625
1,0.0653039223903161,0.625
1,0.0651778870565363,0.625
1,0.0650486960167581,0.625
1,0.06491622415896,0.625
1,0.0647803538504,0.625
1,0.0646409756317364,0.625
1,0.0644979889509059,0.625
1,0.0643513029273143,0.625
1,0.0642008371361448,0.625
1,0.064046522401774,0.625
1,0.0638883015884935,0.625
1,0.0637261303759099,0.625
1,0.0635599780051674,0.625
1,0.0633898279836581,0.625
1,0.063215678732332,0.625
1,0.0630375441602105,0.625
1,0.0628554541559553,0.625
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
