mod,nAg,rRep,rOr,rAt,CCO,isolated,avgA2A
T2,15,0.01,0.12,0.15,14,0,0.056298275100754
T2,15,0.01,0.12,0.15,14,0,0.042321597762371
T2,15,0.01,0.12,0.15,12,0,0.056101944960764
T2,15,0.01,0.12,0.15,11,0,0.057273707768661
T2,15,0.01,0.12,0.15,15,0,0.072858307292404
T2,15,0.01,0.12,0.15,11,0,0.056833089776851
T2,15,0.01,0.12,0.15,15,0,0.125862737481075
T2,15,0.01,0.12,0.15,15,0,0.04221495051759
T2,15,0.01,0.12,0.15,15,0,0.032324313153592
T2,15,0.01,0.12,0.15,15,0,0.050537035866075
T2,15,0.01,0.12,0.15,13,0,0.060879179732439
T2,15,0.01,0.12,0.15,14,0,0.049038778966461
T2,15,0.01,0.12,0.15,15,0,0.043262992454545
T2,15,0.01,0.12,0.15,15,0,0.085035634466633
T2,15,0.01,0.12,0.15,14,0,0.055822527309713
T2,15,0.01,0.12,0.15,15,0,0.054534630026531
T2,15,0.01,0.12,0.15,8,0,0.286699470021593
T2,15,0.01,0.12,0.15,14,0,0.042938439028047
T2,15,0.01,0.12,0.15,13,0,0.109282168276725
T2,15,0.01,0.12,0.15,14,0,0.106387311036357
T2,15,0.01,0.12,0.15,15,0,0.053598311096452
T2,15,0.01,0.12,0.15,15,0,0.156977388208512
T2,15,0.01,0.12,0.15,15,0,0.033381398753031
T2,15,0.01,0.12,0.15,12,0,0.061627426678043
T2,15,0.01,0.12,0.15,15,0,0.046122415610961
T2,15,0.01,0.12,0.15,13,0,0.048981041647591
T2,15,0.01,0.12,0.15,14,0,0.120328101904277
T2,15,0.01,0.12,0.15,14,0,0.058594059700174
T2,15,0.01,0.12,0.15,15,0,0.027405940791503
T2,15,0.01,0.12,0.15,14,0,0.021435644565441
T2,15,0.01,0.12,0.15,5,0,0.040533635922949
T2,8,0.01,0.12,0.15,8,0,0.293443164033119
T2,8,0.01,0.12,0.15,8,0,0.036586768097371
T2,8,0.01,0.12,0.15,5,0,0.356564692784181
T2,8,0.01,0.12,0.15,8,0,0.306156363988202
T2,8,0.01,0.12,0.15,5,0,0.350644322144302
T2,8,0.01,0.12,0.15,8,0,0.199859136311615
T2,8,0.01,0.12,0.15,6,0,0.031560204384676
T2,8,0.01,0.12,0.15,7,0,0.157585299647289
T2,8,0.01,0.12,0.15,5,0,0.366097664108599
T2,8,0.01,0.12,0.15,8,0,0.058255503438203
T2,8,0.01,0.12,0.15,5,0,0.371363018028937
T2,8,0.01,0.12,0.15,7,0,0.15427257429429
T2,8,0.01,0.12,0.15,8,0,0.317907390527709
T2,8,0.01,0.12,0.15,8,0,0.04184088907811
T2,8,0.01,0.12,0.15,4,0,0.431590139958018
T2,8,0.01,0.12,0.15,6,0,0.037262852687819
T2,8,0.01,0.12,0.15,8,0,0.140166742647116
T2,8,0.01,0.12,0.15,8,0,0.059928299313089
T2,8,0.01,0.12,0.15,4,0,0.25356485051208
T2,8,0.01,0.12,0.15,8,0,0.061175306995777
T2,8,0.01,0.12,0.15,8,0,0.115934223612147
T2,8,0.01,0.12,0.15,8,0,0.015549163560464
T2,8,0.01,0.12,0.15,5,0,0.31390179784469
T2,8,0.01,0.12,0.15,4,0,0.412007308660571
T2,8,0.01,0.12,0.15,8,0,0.03414655231294
T2,8,0.01,0.12,0.15,8,0,0.061315452232129
T2,8,0.01,0.12,0.15,4,0,0.369038377340189
T2,8,0.01,0.12,0.15,5,0,0.374184196929979
T2,8,0.01,0.12,0.15,5,0,0.362971682563312
T2,8,0.01,0.12,0.15,8,0,0.046291929471544
T2,8,0.01,0.12,0.15,5,0,0.255843151106663
T2,8,0.01,0.12,0.15,4,0,0.255479009450321
T2,8,0.01,0.12,0.15,8,0,0.154309692378489
T2,8,0.01,0.12,0.15,8,0,0.123510833393517
T2,8,0.01,0.12,0.15,8,0,0.298275653347331
T2,8,0.01,0.12,0.15,4,0,0.41103510078701
T2,8,0.01,0.12,0.15,8,0,0.065129336536219
T2,8,0.01,0.12,0.15,8,0,0.044322235377319
T2,8,0.01,0.12,0.15,5,0,0.352314160407628
T2,8,0.01,0.12,0.15,8,0,0.060944368309965
T2,8,0.01,0.12,0.15,7,0,0.123488216089877
T2,8,0.01,0.12,0.15,8,0,0.053930978280524
T2,8,0.01,0.12,0.15,8,0,0.238684004852746
T2,8,0.01,0.12,0.15,8,0,0.082419365025706
T2,8,0.01,0.12,0.15,8,0,0.088000088056925
T2,8,0.01,0.12,0.15,5,0,0.177750189728166
T2,8,0.01,0.12,0.15,8,0,0.223261313739928
T2,8,0.01,0.12,0.15,5,0,0.203078395636246
T2,8,0.01,0.12,0.15,8,0,0.129554674226065
T2,8,0.01,0.12,0.15,8,0,0.043176988906083
T2,8,0.01,0.12,0.15,5,0,0.32536082027695
T2,8,0.01,0.12,0.15,8,0,0.032453100051771
T2,8,0.01,0.12,0.15,4,0,0.190650930979863
T2,8,0.01,0.12,0.15,8,0,0.221825406442025
T2,8,0.01,0.12,0.15,5,0,0.160754717543687
T2,8,0.01,0.12,0.15,5,0,0.332439017914974
T2,8,0.01,0.12,0.15,6,0,0.053641552920458
T2,8,0.01,0.12,0.15,8,0,0.021365572391192
T2,8,0.01,0.12,0.15,5,0,0.29971209490534
T2,8,0.01,0.12,0.15,8,0,0.309044511719456
T2,8,0.01,0.12,0.15,8,0,0.148192566763975
T2,8,0.01,0.12,0.15,7,0,0.290177390913167
T2,8,0.01,0.12,0.15,8,0,0.326192682501119
T2,8,0.01,0.12,0.15,5,0,0.354039060051615
T2,8,0.01,0.12,0.15,4,0,0.326277247589959
T2,8,0.01,0.12,0.15,5,0,0.330496791764763
T2,8,0.01,0.12,0.15,5,0,0.342439589816737
T2,8,0.01,0.12,0.15,8,0,0.052101798635069
T2,8,0.01,0.12,0.15,8,0,0.08247602083714
T2,8,0.01,0.12,0.15,4,0,0.372865932729955
T2,8,0.01,0.12,0.15,6,0,0.322282159457859
T2,8,0.01,0.12,0.15,4,0,0.426326057689966
T2,8,0.01,0.12,0.15,8,0,0.032454992844358
T2,8,0.01,0.12,0.15,5,0,0.361164326980473
T2,8,0.01,0.12,0.15,8,0,0.01697440453855
T2,8,0.01,0.12,0.15,7,0,0.201972898683471
T2,8,0.01,0.12,0.15,8,0,0.223059095780742
T2,8,0.01,0.12,0.15,4,0,0.330092544458
T2,8,0.01,0.12,0.15,4,0,0.357579309374335
T2,8,0.01,0.12,0.15,8,0,0.037801362388141
T2,8,0.01,0.12,0.15,5,0,0.339674992590408
T2,8,0.01,0.12,0.15,5,0,0.346287685905416
T2,8,0.01,0.12,0.15,5,0,0.348849975540584
T2,8,0.01,0.12,0.15,8,0,0.050115852790081
T2,8,0.01,0.12,0.15,8,0,0.154594326979998
T2,8,0.01,0.12,0.15,4,0,0.222690905955205
T2,8,0.01,0.12,0.15,7,0,0.073122575497168
T2,8,0.01,0.12,0.15,8,0,0.265432404738807
T2,8,0.01,0.12,0.15,8,0,0.097721272077011
T2,8,0.01,0.12,0.15,5,0,0.274242206016829
T2,8,0.01,0.12,0.15,8,0,0.273435948611363
T2,8,0.01,0.12,0.15,8,0,0.044342185886943
T2,8,0.01,0.12,0.15,5,0,0.363774268715908
T2,8,0.01,0.12,0.15,8,0,0.221494140743695
T2,8,0.01,0.12,0.15,8,0,0.170112436478653
T2,8,0.01,0.12,0.15,5,0,0.369667986983443
T2,8,0.01,0.12,0.15,8,0,0.276732342659383
T2,8,0.01,0.12,0.15,8,0,0.146462975512645
T2,8,0.01,0.12,0.15,8,0,0.021694364861289
T2,8,0.01,0.12,0.15,8,0,0.125859607432885
T3,12,0.01,0.12,0.15,12,0,0.23150201983064
T3,12,0.01,0.12,0.15,12,0,0.027774872941489
T3,12,0.01,0.12,0.15,12,0,0.026580882288726
T3,12,0.01,0.12,0.15,12,0,0.021499152876525
T3,12,0.01,0.12,0.15,11,0,0.068259019353147
T3,12,0.01,0.12,0.15,12,0,0.064265632254257
T3,12,0.01,0.12,0.15,12,0,0.042188023417613
T3,12,0.01,0.12,0.15,12,0,0.212784314497369
T3,12,0.01,0.12,0.15,12,0,0.041837104236991
T3,12,0.01,0.12,0.15,12,0,0.054098921523467
T3,12,0.01,0.12,0.15,12,0,0.040275416564133
T3,12,0.01,0.12,0.15,12,0,0.19424352468681
T3,12,0.01,0.12,0.15,12,0,0.180569605128917
T3,12,0.01,0.12,0.15,8,0,0.32903147224416
T3,12,0.01,0.12,0.15,12,0,0.285414474467418
T3,12,0.01,0.12,0.15,12,0,0.047902399744072
T3,12,0.01,0.12,0.15,12,0,0.018334220382339
T3,12,0.01,0.12,0.15,12,0,0.152194791822203
T3,12,0.01,0.12,0.15,12,0,0.169132185962236
T3,12,0.01,0.12,0.15,6,0,0.326388999057141
T3,12,0.01,0.12,0.15,12,0,0.139888262749781
T3,12,0.01,0.12,0.15,11,0,0.151553253576454
T3,12,0.01,0.12,0.15,11,0,0.126327228902486
T3,12,0.01,0.12,0.15,12,0,0.232733276012183
T3,12,0.01,0.12,0.15,12,0,0.039128386628893
T3,12,0.01,0.12,0.15,12,0,0.285316068552687
T3,12,0.01,0.12,0.15,12,0,0.085943771720389
T3,12,0.01,0.12,0.15,12,0,0.042832947040197
T3,12,0.01,0.12,0.15,12,0,0.039954831943648
T3,12,0.01,0.12,0.15,12,0,0.039651769103033
T3,12,0.01,0.12,0.15,12,0,0.088851787774573
T3,12,0.01,0.12,0.15,12,0,0.131071374918118
T3,12,0.01,0.12,0.15,12,0,0.059582225635894
T3,12,0.01,0.12,0.15,12,0,0.039834000077143
T3,12,0.01,0.12,0.15,12,0,0.230566851500321
T3,12,0.01,0.12,0.15,12,0,0.047365891828883
T3,12,0.01,0.12,0.15,12,0,0.051896151289735
T3,12,0.01,0.12,0.15,12,0,0.077165094136901
T3,12,0.01,0.12,0.15,12,0,0.054073253155694
T3,12,0.01,0.12,0.15,12,0,0.041060140766411
T3,12,0.01,0.12,0.15,12,0,0.063814245522481
T3,12,0.01,0.12,0.15,12,0,0.306233945031671
T3,12,0.01,0.12,0.15,12,0,0.102788569006436
T3,12,0.01,0.12,0.15,7,0,0.200380347746117
T3,12,0.01,0.12,0.15,12,0,0.04751692474309
T3,12,0.01,0.12,0.15,8,0,0.291722163581095
T3,12,0.01,0.12,0.15,12,0,0.011145078199922
T3,12,0.01,0.12,0.15,12,0,0.065983242877445
T3,12,0.01,0.12,0.15,12,0,0.170704355565562
T3,12,0.01,0.12,0.15,7,0,0.270703234751469
T3,12,0.01,0.12,0.15,7,0,0.31420410732994
T3,12,0.01,0.12,0.15,12,0,0.061115170163713
T3,12,0.01,0.12,0.15,12,0,0.044216436411424
T3,12,0.01,0.12,0.15,12,0,0.047509476452189
T3,12,0.01,0.12,0.15,12,0,0.063983574286333
T3,12,0.01,0.12,0.15,12,0,0.060231346160163
T3,12,0.01,0.12,0.15,6,0,0.299716619978691
T3,12,0.01,0.12,0.15,12,0,0.072403566481385
T3,12,0.01,0.12,0.15,12,0,0.13130803115726
T3,12,0.01,0.12,0.15,12,0,0.020377709695355
T3,12,0.01,0.12,0.15,12,0,0.082512956072056
T3,12,0.01,0.12,0.15,12,0,0.228252104213202
T3,12,0.01,0.12,0.15,12,0,0.158696372039507
T3,12,0.01,0.12,0.15,12,0,0.275698401291731
T3,12,0.01,0.12,0.15,12,0,0.04576481896341
T3,12,0.01,0.12,0.15,12,0,0.289096301803948
T3,12,0.01,0.12,0.15,12,0,0.198351174233526
T3,12,0.01,0.12,0.15,12,0,0.069988179768767
T3,12,0.01,0.12,0.15,6,0,0.30577039168157
T3,12,0.01,0.12,0.15,12,0,0.042388350244993
T3,12,0.01,0.12,0.15,12,0,0.102952244614309
T3,12,0.01,0.12,0.15,12,0,0.069595877850959
T3,12,0.01,0.12,0.15,11,0,0.09758482588506
T3,12,0.01,0.12,0.15,12,0,0.2769086641493
T3,12,0.01,0.12,0.15,12,0,0.156829523013569
T3,12,0.01,0.12,0.15,12,0,0.036476399005353
T3,12,0.01,0.12,0.15,12,0,0.140811890785993
T3,12,0.01,0.12,0.15,12,0,0.085845521572427
T3,12,0.01,0.12,0.15,12,0,0.044861973817841
T3,12,0.01,0.12,0.15,12,0,0.055923457757604
T3,12,0.01,0.12,0.15,12,0,0.067547742752036
T3,12,0.01,0.12,0.15,12,0,0.050616653855113
T3,12,0.01,0.12,0.15,12,0,0.040885834458821
T3,12,0.01,0.12,0.15,12,0,0.036968881074936
T3,12,0.01,0.12,0.15,12,0,0.155272688020325
T3,12,0.01,0.12,0.15,12,0,0.015848897511509
T3,12,0.01,0.12,0.15,12,0,0.0727995736004
T3,12,0.01,0.12,0.15,12,0,0.018661140654124
T3,12,0.01,0.12,0.15,12,0,0.020502517855782
T3,12,0.01,0.12,0.15,8,0,0.293939595815276
T3,12,0.01,0.12,0.15,12,0,0.072287407938377
T3,12,0.01,0.12,0.15,12,0,0.070657870485258
T3,12,0.01,0.12,0.15,12,0,0.249651752426139
T3,12,0.01,0.12,0.15,12,0,0.050216043654779
T3,12,0.01,0.12,0.15,12,0,0.052375616545972
T3,12,0.01,0.12,0.15,12,0,0.020320051475907
T3,12,0.01,0.12,0.15,12,0,0.054174472397773
T3,12,0.01,0.12,0.15,7,0,0.323630840750522
T3,12,0.01,0.12,0.15,12,0,0.043026380074867
T3,12,0.01,0.12,0.15,12,0,0.0776785051361
T3,15,0.01,0.12,0.15,15,0,0.031636335450874
T3,15,0.01,0.12,0.15,15,0,0.031330459815911
T3,15,0.01,0.12,0.15,15,0,0.049993683897518
T3,15,0.01,0.12,0.15,11,0,0.251882948377217
T3,15,0.01,0.12,0.15,15,0,0.053183163292761
T3,15,0.01,0.12,0.15,15,0,0.040715696030957
T3,15,0.01,0.12,0.15,15,0,0.065676962410716
T3,15,0.01,0.12,0.15,15,0,0.04678142507209
T3,15,0.01,0.12,0.15,15,0,0.030477153572648
T3,15,0.01,0.12,0.15,15,0,0.037386314637771
T3,15,0.01,0.12,0.15,15,0,0.067834120155933
T3,15,0.01,0.12,0.15,15,0,0.052898433785068
T3,15,0.01,0.12,0.15,15,0,0.100368212926908
T3,15,0.01,0.12,0.15,15,0,0.078730063452547
T3,15,0.01,0.12,0.15,15,0,0.041039018895868
T3,15,0.01,0.12,0.15,15,0,0.021055864806809
T3,15,0.01,0.12,0.15,15,0,0.053479201973923
T3,15,0.01,0.12,0.15,14,0,0.039499332874452
T3,15,0.01,0.12,0.15,15,0,0.065899392107151
T3,15,0.01,0.12,0.15,15,0,0.027832053529241
T3,15,0.01,0.12,0.15,15,0,0.197142506292226
T3,15,0.01,0.12,0.15,15,0,0.055228391591031
T3,15,0.01,0.12,0.15,15,0,0.054461202455914
T3,15,0.01,0.12,0.15,15,0,0.064757090628736
T3,15,0.01,0.12,0.15,15,0,0.053390865275599
T3,15,0.01,0.12,0.15,15,0,0.037108040559788
T3,15,0.01,0.12,0.15,15,0,0.067583929221168
T3,15,0.01,0.12,0.15,15,0,0.025497125164677
T3,15,0.01,0.12,0.15,15,0,0.037439475811846
T3,15,0.01,0.12,0.15,15,0,0.036707503517235
T3,15,0.01,0.12,0.15,15,0,0.024834111078388
T3,15,0.01,0.12,0.15,15,0,0.050933400683625
T3,15,0.01,0.12,0.15,15,0,0.041657172558172
T3,15,0.01,0.12,0.15,15,0,0.019589180566729
T3,15,0.01,0.12,0.15,15,0,0.049272964637697
T3,15,0.01,0.12,0.15,15,0,0.057086788912063
T3,15,0.01,0.12,0.15,15,0,0.049584163688753
T3,15,0.01,0.12,0.15,15,0,0.061925090627005
T3,15,0.01,0.12,0.15,15,0,0.027660512954576
T3,15,0.01,0.12,0.15,15,0,0.053778000374039
T3,15,0.01,0.12,0.15,15,0,0.049976931659676
T3,15,0.01,0.12,0.15,15,0,0.02057746217365
T3,15,0.01,0.12,0.15,15,0,0.059238292619481
T3,15,0.01,0.12,0.15,15,0,0.039489950634914
T3,15,0.01,0.12,0.15,15,0,0.065028260864747
T3,15,0.01,0.12,0.15,15,0,0.184050608536746
T3,15,0.01,0.12,0.15,15,0,0.053342667484118
T3,15,0.01,0.12,0.15,15,0,0.065209994082142
T3,15,0.01,0.12,0.15,15,0,0.054022483144013
T3,15,0.01,0.12,0.15,15,0,0.156102575898975
T3,15,0.01,0.12,0.15,15,0,0.056499931999985
T3,15,0.01,0.12,0.15,15,0,0.032195976928243
T3,15,0.01,0.12,0.15,15,0,0.027648069795364
T3,15,0.01,0.12,0.15,15,0,0.03158689598357
T3,15,0.01,0.12,0.15,15,0,0.024726281116407
T3,15,0.01,0.12,0.15,15,0,0.040590802630777
T3,15,0.01,0.12,0.15,15,0,0.038757852584204
T3,15,0.01,0.12,0.15,14,0,0.089857789391018
T3,15,0.01,0.12,0.15,15,0,0.029553319673463
T3,15,0.01,0.12,0.15,8,0,0.262777171588497
T3,15,0.01,0.12,0.15,15,0,0.031182183255892
T3,15,0.01,0.12,0.15,15,0,0.046680726814291
T3,15,0.01,0.12,0.15,15,0,0.042948863835886
T3,15,0.01,0.12,0.15,14,0,0.07048851712924
T3,15,0.01,0.12,0.15,15,0,0.047067469814102
T3,15,0.01,0.12,0.15,15,0,0.053761175413654
T3,15,0.01,0.12,0.15,15,0,0.057885612261855
T3,15,0.01,0.12,0.15,15,0,0.049289753173017
T3,15,0.01,0.12,0.15,15,0,0.061508916638465
T3,15,0.01,0.12,0.15,15,0,0.048790032613895
T3,15,0.01,0.12,0.15,15,0,0.057302574180766
T3,15,0.01,0.12,0.15,15,0,0.058840854275959
T3,15,0.01,0.12,0.15,15,0,0.035100811968888
T3,15,0.01,0.12,0.15,15,0,0.093503500661777
T3,15,0.01,0.12,0.15,14,0,0.05150157642781
T3,15,0.01,0.12,0.15,15,0,0.044780612158058
T3,15,0.01,0.12,0.15,15,0,0.042787961311145
T3,15,0.01,0.12,0.15,15,0,0.039957940977492
T3,15,0.01,0.12,0.15,15,0,0.033461964008061
T3,15,0.01,0.12,0.15,15,0,0.058831054298178
T3,15,0.01,0.12,0.15,15,0,0.071432350010878
T3,15,0.01,0.12,0.15,14,0,0.025583732999315
T3,15,0.01,0.12,0.15,15,0,0.063161573784193
T3,15,0.01,0.12,0.15,15,0,0.022548869550457
T3,15,0.01,0.12,0.15,8,0,0.285987971088875
T3,15,0.01,0.12,0.15,15,0,0.037175205415226
T3,15,0.01,0.12,0.15,15,0,0.035998774728027
T3,15,0.01,0.12,0.15,15,0,0.020822105971257
T3,15,0.01,0.12,0.15,15,0,0.034601210801015
T3,15,0.01,0.12,0.15,15,0,0.024027911645389
T3,15,0.01,0.12,0.15,15,0,0.044768324332544
T3,15,0.01,0.12,0.15,15,0,0.039095638278534
T3,15,0.01,0.12,0.15,15,0,0.04679986832637
T3,15,0.01,0.12,0.15,15,0,0.077858686879203
T3,15,0.01,0.12,0.15,15,0,0.057078817496897
T3,15,0.01,0.12,0.15,15,0,0.048386861184045
T3,15,0.01,0.12,0.15,15,0,0.030023134620268
T3,15,0.01,0.12,0.15,15,0,0.052481280314161
T3,15,0.01,0.12,0.15,15,0,0.08050159325478
T3,15,0.01,0.12,0.15,15,0,0.056278264658613
T3,8,0.01,0.12,0.15,4,0,0.39117927987569
T3,8,0.01,0.12,0.15,8,0,0.024532353473997
T3,8,0.01,0.12,0.15,8,0,0.211849097991726
T3,8,0.01,0.12,0.15,8,0,0.359067342396513
T3,8,0.01,0.12,0.15,8,0,0.351892953937647
T3,8,0.01,0.12,0.15,8,0,0.030846779750137
T3,8,0.01,0.12,0.15,8,0,0.037776099203033
T3,8,0.01,0.12,0.15,8,0,0.096860062817575
T3,8,0.01,0.12,0.15,8,0,0.044102733422702
T3,8,0.01,0.12,0.15,8,0,0.297644136065353
T3,8,0.01,0.12,0.15,4,0,0.396521039322382
T3,8,0.01,0.12,0.15,8,0,0.066881998620791
T3,8,0.01,0.12,0.15,4,0,0.42090684574863
T3,8,0.01,0.12,0.15,8,0,0.058625580924717
T3,8,0.01,0.12,0.15,8,0,0.038353269643111
T3,8,0.01,0.12,0.15,8,0,0.332818239207405
T3,8,0.01,0.12,0.15,8,0,0.00948437854509501
T3,8,0.01,0.12,0.15,8,0,0.110857335881621
T3,8,0.01,0.12,0.15,8,0,0.337548302173655
T3,8,0.01,0.12,0.15,8,0,0.298093730405736
T3,8,0.01,0.12,0.15,8,0,0.335095530686613
T3,8,0.01,0.12,0.15,8,0,0.360766617609435
T3,8,0.01,0.12,0.15,8,0,0.047563689063973
T3,8,0.01,0.12,0.15,4,0,0.393327942612022
T3,8,0.01,0.12,0.15,4,0,0.357285992445191
T3,8,0.01,0.12,0.15,8,0,0.261108837363073
T3,8,0.01,0.12,0.15,8,0,0.102020659019686
T3,8,0.01,0.12,0.15,8,0,0.060144066247594
T3,8,0.01,0.12,0.15,8,0,0.054572200010179
T3,8,0.01,0.12,0.15,8,0,0.146205875729163
T3,8,0.01,0.12,0.15,8,0,0.038315604354227
T3,8,0.01,0.12,0.15,8,0,0.367890473412296
T3,8,0.01,0.12,0.15,8,0,0.121581121705514
T3,8,0.01,0.12,0.15,8,0,0.342565765110458
T3,8,0.01,0.12,0.15,8,0,0.043280151774757
T3,8,0.01,0.12,0.15,8,0,0.04035458653825
T3,8,0.01,0.12,0.15,8,0,0.084935013778418
T3,8,0.01,0.12,0.15,8,0,0.130311873594231
T3,8,0.01,0.12,0.15,8,0,0.095106397237017
T3,8,0.01,0.12,0.15,8,0,0.036781367500604
T3,8,0.01,0.12,0.15,8,0,0.040248233734547
T3,8,0.01,0.12,0.15,8,0,0.373761894837588
T3,8,0.01,0.12,0.15,8,0,0.150212504012612
T3,8,0.01,0.12,0.15,8,0,0.067699791152395
T3,8,0.01,0.12,0.15,8,0,0.28158344619657
T3,8,0.01,0.12,0.15,8,0,0.143714774314471
T3,8,0.01,0.12,0.15,8,0,0.062166246710332
T3,8,0.01,0.12,0.15,8,0,0.355999706912833
T3,8,0.01,0.12,0.15,8,0,0.24836731638416
T3,8,0.01,0.12,0.15,8,0,0.092162660153993
T3,8,0.01,0.12,0.15,8,0,0.035918792744804
T3,8,0.01,0.12,0.15,8,0,0.29362687092652
T3,8,0.01,0.12,0.15,8,0,0.1980876354986
T3,8,0.01,0.12,0.15,8,0,0.308245863322415
T3,8,0.01,0.12,0.15,4,0,0.283162195926204
T3,8,0.01,0.12,0.15,4,0,0.324558028014245
T3,8,0.01,0.12,0.15,4,0,0.374613409247242
T3,8,0.01,0.12,0.15,8,0,0.194195731901173
T3,8,0.01,0.12,0.15,8,0,0.066102927639683
T3,8,0.01,0.12,0.15,8,0,0.203640811389421
T3,8,0.01,0.12,0.15,8,0,0.179369850512404
T3,8,0.01,0.12,0.15,4,0,0.33022618753492
T3,8,0.01,0.12,0.15,4,0,0.342084499587477
T3,8,0.01,0.12,0.15,8,0,0.217906199444791
T3,8,0.01,0.12,0.15,4,0,0.384276382363292
T3,8,0.01,0.12,0.15,8,0,0.394314706272504
T3,8,0.01,0.12,0.15,8,0,0.357995964339489
T3,8,0.01,0.12,0.15,8,0,0.071320623622091
T3,8,0.01,0.12,0.15,4,0,0.39039103963654
T3,8,0.01,0.12,0.15,4,0,0.376880377439998
T3,8,0.01,0.12,0.15,8,0,0.079932966316275
T3,8,0.01,0.12,0.15,8,0,0.253473623332842
T3,8,0.01,0.12,0.15,8,0,0.125423209541699
T3,8,0.01,0.12,0.15,4,0,0.324234901118106
T3,8,0.01,0.12,0.15,4,0,0.370570216352194
T3,8,0.01,0.12,0.15,8,0,0.34735825932443
T3,8,0.01,0.12,0.15,8,0,0.087100912320508
T3,8,0.01,0.12,0.15,8,0,0.070900286096997
T3,8,0.01,0.12,0.15,4,0,0.380858359976705
T3,8,0.01,0.12,0.15,8,0,0.290569889443675
T3,8,0.01,0.12,0.15,8,0,0.282377133371224
T3,8,0.01,0.12,0.15,8,0,0.070590557034724
T3,8,0.01,0.12,0.15,8,0,0.30547462754442
T3,8,0.01,0.12,0.15,8,0,0.186036444343198
T3,8,0.01,0.12,0.15,8,0,0.339193146324855
T3,8,0.01,0.12,0.15,8,0,0.364186800921893
T3,8,0.01,0.12,0.15,4,0,0.352717290448653
T3,8,0.01,0.12,0.15,4,0,0.413369664018773
T3,8,0.01,0.12,0.15,8,0,0.129791988665187
T3,8,0.01,0.12,0.15,8,0,0.134748723868775
T3,8,0.01,0.12,0.15,8,0,0.138378526986317
T3,8,0.01,0.12,0.15,8,0,0.307491088706663
T3,8,0.01,0.12,0.15,8,0,0.305675371952423
T3,8,0.01,0.12,0.15,8,0,0.341271881356965
T3,8,0.01,0.12,0.15,8,0,0.309160408817867
T3,8,0.01,0.12,0.15,4,0,0.404812818130538
T3,8,0.01,0.12,0.15,8,0,0.064599521068742
T3,8,0.01,0.12,0.15,8,0,0.08861615071055
T3,8,0.01,0.12,0.15,4,0,0.340270807133913
T3,8,0.01,0.12,0.15,8,0,0.311331467406282
V,12,0.01,0.12,0.15,3,0.333333333333333,0.150576634222254
V,12,0.01,0.12,0.15,5,0.166666666666667,0.124904442520462
V,12,0.01,0.12,0.15,3,0.333333333333333,0.149001210856614
V,12,0.01,0.12,0.15,3,0.25,0.081643835091424
V,12,0.01,0.12,0.15,4,0.166666666666667,0.04865116829408
V,12,0.01,0.12,0.15,4,0.166666666666667,0.06327597082037
V,12,0.01,0.12,0.15,4,0.25,0.073964825077223
V,12,0.01,0.12,0.15,3,0.25,0.058928299224565
V,12,0.01,0.12,0.15,5,0.416666666666667,0.04868980806317
V,12,0.01,0.12,0.15,3,0.166666666666667,0.088036609941307
V,12,0.01,0.12,0.15,3,0.25,0.141870675300616
V,12,0.01,0.12,0.15,4,0.0833333333333333,0.084101276814609
V,12,0.01,0.12,0.15,4,0.25,0.092327294222606
V,12,0.01,0.12,0.15,4,0.0833333333333333,0.043334228248401
V,12,0.01,0.12,0.15,4,0.25,0.14721090055089
V,12,0.01,0.12,0.15,5,0.0833333333333333,0.05325115590354
V,12,0.01,0.12,0.15,4,0,0.025972875436115
V,12,0.01,0.12,0.15,4,0.25,0.109430384491273
V,12,0.01,0.12,0.15,5,0.0833333333333333,0.082700968750991
V,12,0.01,0.12,0.15,3,0.333333333333333,0.268647902940437
V,12,0.01,0.12,0.15,4,0.333333333333333,0.1386110408541
V,12,0.01,0.12,0.15,3,0.333333333333333,0.284060362496
V,12,0.01,0.12,0.15,2,0.25,0.25916804946103
V,12,0.01,0.12,0.15,3,0.25,0.20540568480757
V,12,0.01,0.12,0.15,3,0.5,0.249273535268745
V,12,0.01,0.12,0.15,5,0.166666666666667,0.056173925118848
V,12,0.01,0.12,0.15,3,0.416666666666667,0.091509733543743
V,12,0.01,0.12,0.15,4,0.25,0.161572886000806
V,12,0.01,0.12,0.15,6,0.333333333333333,0.137844095408534
V,12,0.01,0.12,0.15,5,0.0833333333333333,0.051296961658949
V,12,0.01,0.12,0.15,3,0.416666666666667,0.186635428531381
V,12,0.01,0.12,0.15,6,0,0.032011876341683
V,12,0.01,0.12,0.15,3,0.166666666666667,0.057055924827427
V,12,0.01,0.12,0.15,3,0.416666666666667,0.088513616007251
V,12,0.01,0.12,0.15,3,0.166666666666667,0.129986804678513
V,12,0.01,0.12,0.15,3,0.416666666666667,0.276922908589108
V,12,0.01,0.12,0.15,4,0.166666666666667,0.046260452718735
V,12,0.01,0.12,0.15,3,0.333333333333333,0.06444058715823
V,12,0.01,0.12,0.15,3,0.5,0.334297849022453
V,12,0.01,0.12,0.15,4,0.333333333333333,0.053666984480705
V,12,0.01,0.12,0.15,3,0.25,0.027440422507451
V,12,0.01,0.12,0.15,3,0.416666666666667,0.193225847706505
V,12,0.01,0.12,0.15,3,0.583333333333333,0.104019499140281
V,12,0.01,0.12,0.15,6,0.0833333333333333,0.012699359835627
