infNH,avgGD,perRe
1,0.328056297581553,0
1,0.328777188590185,0
1,0.329475961882285,0
1,0.330152924324595,0
1,0.330808658069423,0
1,0.331443480171546,0
1,0.332057610760474,0
1,0.332651162765743,0
1,0.333224238631957,0
1,0.333776851871171,0
1,0.33430891517084,0
1,0.33482023334231,0
1,0.335310502796783,0
1,0.335779317880369,0
1,0.336226183727924,0
1,0.336650534991275,0
1,0.337033503594219,0
1,0.337391413419286,0
1,0.337744394089522,0
1,0.338069317085867,0
1,0.338366437717096,0
1,0.338635876564531,0
1,0.338877270584251,0
1,0.339090530490638,0
1,0.339283724138227,0
1,0.33945884949221,0
1,0.339612863414437,0
1,0.339750371189159,0
1,0.3398716707713,0
1,0.339977053793716,0
1,0.340066805939575,0
1,0.340141207401635,0
1,0.340201223508818,0
1,0.340247059773233,0
1,0.340278920797893,0
1,0.340297010616628,0
1,0.340301532960187,0
1,0.340292691419402,0
1,0.340251601355107,0
1,0.340211432134614,0
1,0.340171273840649,0
1,0.340130237167837,0
1,0.340087455231328,0
1,0.340042084976159,0
1,0.339993308258922,0
1,0.339940332665516,0
1,0.339882392122589,0
1,0.339818747355158,0
1,0.339750070052867,0
1,0.339662268716116,0
1,0.339555085799935,0
1,0.339428455485963,0
1,0.339282472329586,0
1,0.339117363390151,0
1,0.338933463586498,0
1,0.338731193958522,0
1,0.338588470969526,0
1,0.338429382415174,0
1,0.338252056666491,0
1,0.338052237124851,0
1,0.33783235006168,0
1,0.337592345975346,0
1,0.337332339517982,0
1,0.337052586575779,0
1,0.336753460994561,0
1,0.336435431373022,0
1,0.33609903833154,0
1,0.335744872657515,0
1,0.335373554707561,0
1,0.334985715429554,0
1,0.334581979336096,0
1,0.334162949712485,0
1,0.333729196284559,0
1,0.333281245496907,0
1,0.332819573472305,0
1,0.332344601624412,0
1,0.331856694810728,0
1,0.33135616182324,0
1,0.330831584748955,0
1,0.330283062519256,0
1,0.32971006328372,0
1,0.329112295252595,0
1,0.328489680112355,0
1,0.327842320031269,0
1,0.327170456971288,0
1,0.326541943183076,0
1,0.325839389681618,0
1,0.325184086478614,0
1,0.324518898781714,0
1,0.32384391240782,0
1,0.323098038785209,0
1,0.32239650032114,0
1,0.321685969145708,0
1,0.320906442078191,0
1,0.320170960570842,0
1,0.319427310073264,0
1,0.318617127949726,0
1,0.317850098606555,0
1,0.317075695103617,0
1,0.316237567054705,0
1,0.315441301299746,0
1,0.314638417834781,0
1,0.31377480486579,0
1,0.312951506293471,0
1,0.312122263297404,0
1,0.311230298216668,0
1,0.310378136044516,0
1,0.309469731099124,0
1,0.308601999860398,0
1,0.307730763144728,0
1,0.306806602674982,0
1,0.305921281889473,0
1,0.304983706407307,0
1,0.304085388860579,0
1,0.303184790740078,0
1,0.302218416957973,0
1,0.301311003570226,0
1,0.30040455137846,0
1,0.299429632274387,0
1,0.298511977167196,0
1,0.297596593986263,0
1,0.29660835342776,0
1,0.295692180333622,0
1,0.276348668793314,0.125
1,0.274912030678089,0.125
1,0.273206454236095,0.125
1,0.271514893272717,0.125
1,0.269827421805264,0.125
1,0.268137230469002,0.125
1,0.266442987912108,0.125
1,0.264737919304504,0.125
1,0.2630251626929,0.125
1,0.26130768632381,0.125
1,0.259585568193787,0.125
1,0.257856398846683,0.125
1,0.256118232800292,0.125
1,0.236171290164371,0.25
1,0.2347060590414,0.25
1,0.233222229297897,0.25
1,0.23171929127167,0.25
1,0.230197043084849,0.25
1,0.228655495182165,0.25
1,0.227094824291596,0.25
1,0.225521616348277,0.25
1,0.223938252606557,0.25
1,0.222353436692613,0.25
1,0.220771079565258,0.25
1,0.219191134110213,0.25
1,0.217613525784093,0.25
1,0.216038133279385,0.25
1,0.21446641160183,0.25
1,0.212900802649818,0.25
1,0.211341048701895,0.25
1,0.209786779141878,0.25
1,0.208237531793933,0.25
1,0.206692771180118,0.25
1,0.205151904641709,0.25
1,0.203614300411401,0.25
1,0.202079285474289,0.25
1,0.200547247582021,0.25
1,0.199019114811803,0.25
1,0.197494038218278,0.25
1,0.195971130801038,0.25
1,0.194449502669789,0.25
1,0.192928279395883,0.25
1,0.191406617055191,0.25
1,0.189883672315516,0.25
1,0.188358739597237,0.25
1,0.186831138690294,0.25
1,0.185300263489711,0.25
1,0.183768845154649,0.25
1,0.182255963952028,0.25
1,0.180761430932854,0.25
1,0.179284722021843,0.25
1,0.177825292031673,0.25
1,0.176382572028889,0.25
1,0.174955979689282,0.25
1,0.173544941674637,0.25
1,0.172148862204771,0.25
1,0.170767145488026,0.25
1,0.150827780248117,0.375
1,0.149604766080492,0.375
1,0.148402683081475,0.375
1,0.147220912240249,0.375
1,0.146058817440329,0.375
1,0.144917559005405,0.375
1,0.143803191026244,0.375
1,0.142714968335242,0.375
1,0.141652141238529,0.375
1,0.1406139560479,0.375
1,0.139599655469932,0.375
1,0.138608478933044,0.375
1,0.13763966291493,0.375
1,0.136692441190025,0.375
1,0.135766045038341,0.375
1,0.134859703409203,0.375
1,0.133972643038152,0.375
1,0.133104088513795,0.375
1,0.13225326227381,0.375
1,0.13141938458092,0.375
1,0.130601673446113,0.375
1,0.129799344452595,0.375
1,0.129011610551643,0.375
1,0.12825029592962,0.375
1,0.127514181429756,0.375
1,0.126802047358039,0.375
1,0.126112675633654,0.375
1,0.125444849295066,0.375
1,0.124797351944332,0.375
1,0.124168967132864,0.375
1,0.123558477696922,0.375
1,0.12296466505219,0.375
1,0.122386308464346,0.375
1,0.121822184309698,0.375
1,0.121271065284452,0.375
1,0.120731719890791,0.375
1,0.120202911627031,0.375
1,0.119683398535653,0.375
1,0.119171933221159,0.375
1,0.118667284956284,0.375
1,0.118168152309212,0.375
1,0.117677566029198,0.375
1,0.117201048220921,0.375
1,0.116738085870327,0.375
1,0.11628813121983,0.375
1,0.115850618651559,0.375
1,0.115424968723535,0.375
1,0.115010591909042,0.375
1,0.096080176300181,0.5
1,0.0958343658975273,0.5
1,0.0955942931492105,0.5
1,0.0953595561467171,0.5
1,0.0951297281941181,0.5
1,0.0949039447812257,0.5
1,0.0946810434418079,0.5
1,0.09446050440448,0.5
1,0.0942420687171523,0.5
1,0.0940264019497395,0.5
1,0.0938133963108593,0.5
1,0.0936026906283285,0.5
1,0.093393925410383,0.5
1,0.0931867216592314,0.5
1,0.0929807204382087,0.5
1,0.0927755643089657,0.5
1,0.0925709003572664,0.5
1,0.0923663819408009,0.5
1,0.0735184716617262,0.625
1,0.0733815479373578,0.625
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
