infNH,avgGD,perRe
1,0.488563641343,0
1,0.488813811330537,0
1,0.48905185339736,0
1,0.489278030548195,0
1,0.489492664191659,0
1,0.489696071382407,0
1,0.489888569114916,0
1,0.490070484671995,0
1,0.490242085422801,0
1,0.490403670227777,0
1,0.490555534701765,0
1,0.490705338913699,0
1,0.490852645411887,0
1,0.490997027131533,0
1,0.491138071702057,0
1,0.491275384929874,0
1,0.491408593475654,0
1,0.491536777312564,0
1,0.491658830227559,0
1,0.491773734910223,0
1,0.491880562540016,0
1,0.491978471453487,0
1,0.492066705054312,0
1,0.492144589112696,0
1,0.492211528584881,0
1,0.492267004067864,0
1,0.492310567990327,0
1,0.492341840634285,0
1,0.492360506167834,0
1,0.49236630923791,0
1,0.492359051945891,0
1,0.49233857563205,0
1,0.492304784416139,0
1,0.492257620076047,0
1,0.492197062662157,0
1,0.492123129993653,0
1,0.492035874314741,0
1,0.491935376690022,0
1,0.491821740332954,0
1,0.491695103670355,0
1,0.491555617792119,0
1,0.491403453334552,0
1,0.49123879802267,0
1,0.491061854097729,0
1,0.490872836162219,0
1,0.49067197196581,0
1,0.490459493693592,0
1,0.490235641961741,0
1,0.490000663589497,0
1,0.489754810124124,0
1,0.489498336582025,0
1,0.489231500354238,0
1,0.488954560396637,0
1,0.488667776072582,0
1,0.48837140649553,0
1,0.488065709862121,0
1,0.487750935147599,0
1,0.487427344460424,0
1,0.487095189838475,0
1,0.486754720350441,0
1,0.486406181730462,0
1,0.486049816062234,0
1,0.485685861508309,0
1,0.485314552080566,0
1,0.484936117460606,0
1,0.48456112970792,0
1,0.484183590054243,0
1,0.483803030859993,0
1,0.483418999529887,0
1,0.48303106167427,0
1,0.482638803726635,0
1,0.482241835045676,0
1,0.481839789535968,0
1,0.481432326825441,0
1,0.4810191330402,0
1,0.480599921218596,0
1,0.480174431406351,0
1,0.479742430473784,0
1,0.479303711694481,0
1,0.478858094123193,0
1,0.478407625237403,0
1,0.477952101986096,0
1,0.477491346752435,0
1,0.477025206185462,0
1,0.476553549974431,0
1,0.476076269585425,0
1,0.475593276979425,0
1,0.475104503326253,0
1,0.474609897727615,0
1,0.474109425960066,0
1,0.473603069246921,0
1,0.473090823065891,0
1,0.47257269599738,0
1,0.472045712810403,0
1,0.471509180874125,0
1,0.470962490345717,0
1,0.470405110693544,0
1,0.46983658684884,0
1,0.469256535093671,0
1,0.468664638777898,0
1,0.468060643946277,0
1,0.467444354942828,0
1,0.466815630048411,0
1,0.466174377196917,0
1,0.46552054980646,0
1,0.464856624052365,0
1,0.464182541073841,0
1,0.463498279605028,0
1,0.462803852389505,0
1,0.462099302791666,0
1,0.442945453132862,0.125
1,0.442381311321308,0.125
1,0.441807563342023,0.125
1,0.441224338502207,0.125
1,0.440631782983763,0.125
1,0.440030057616452,0.125
1,0.439419335827093,0.125
1,0.438799801756712,0.125
1,0.438171648537094,0.125
1,0.437535076717998,0.125
1,0.436890292836198,0.125
1,0.43623750811754,0.125
1,0.435576937303351,0.125
1,0.434908797592723,0.125
1,0.434233307695823,0.125
1,0.433553181923771,0.125
1,0.432868595519545,0.125
1,0.432179722614633,0.125
1,0.431486735740511,0.125
1,0.430789805402499,0.125
1,0.430089099710616,0.125
1,0.429384784062449,0.125
1,0.428677020874207,0.125
1,0.427965969364978,0.125
1,0.4272517854935,0.125
1,0.426534623081709,0.125
1,0.425814645038519,0.125
1,0.425091962106943,0.125
1,0.424366770502047,0.125
1,0.423640828026792,0.125
1,0.422917101040777,0.125
1,0.422195917985117,0.125
1,0.42147726741966,0.125
1,0.420761226057012,0.125
1,0.420047840182332,0.125
1,0.419337148800587,0.125
1,0.418629186209772,0.125
1,0.417923982357296,0.125
1,0.417221563034188,0.125
1,0.416521950046111,0.125
1,0.415825161387316,0.125
1,0.415131211408415,0.125
1,0.414440110987236,0.125
1,0.413751867699922,0.125
1,0.413066485991981,0.125
1,0.412383967348965,0.125
1,0.411704310466361,0.125
1,0.411027511423584,0.125
1,0.410355171011428,0.125
1,0.409687216127649,0.125
1,0.40902357413679,0.125
1,0.408364172942988,0.125
1,0.407708941060555,0.125
1,0.407057807730328,0.125
1,0.406410702872335,0.125
1,0.405767557238204,0.125
1,0.405128302449008,0.125
1,0.404492871058078,0.125
1,0.403861196624791,0.125
1,0.403233213730575,0.125
1,0.402608858860915,0.125
1,0.401988070875341,0.125
1,0.401370792663528,0.125
1,0.400756973071919,0.125
1,0.400146503244248,0.125
1,0.399539356494946,0.125
1,0.398935480266384,0.125
1,0.39833483738737,0.125
1,0.397737415204523,0.125
1,0.397143207402822,0.125
1,0.396552177816657,0.125
1,0.395964252193067,0.125
1,0.395379336821224,0.125
1,0.394797336411675,0.125
1,0.394218162963078,0.125
1,0.393641738908145,0.125
1,0.393067998213263,0.125
1,0.392496886365659,0.125
1,0.39192836017109,0.125
1,0.39136238727902,0.125
1,0.390798945393588,0.125
1,0.390238020757117,0.125
1,0.389679604849945,0.125
1,0.389123687768962,0.125
1,0.388570248829875,0.125
1,0.388019251493305,0.125
1,0.387469421418844,0.125
1,0.386921378751861,0.125
1,0.386375061784483,0.125
1,0.385830427698849,0.125
1,0.385287436030035,0.125
1,0.384746048315123,0.125
1,0.384206227743864,0.125
1,0.383667938884085,0.125
1,0.383131146883092,0.125
