t_Rrep,t_Rori,t_Ratt,Var4,nAg
0.01,0.15,0.2,M,15
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
